cluster_id,R_id,smart,dE,adj_fwd
1,25043_rev,[CH3:1][O:11][CH:10]1[CH2:8][CH:7]([C:5]([O:4][CH3:3])=[O:6])[N:9]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:12]1.[I:2][H:13]>>[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[CH:7]1[CH2:8][CH:10]([O:11][H:13])[CH2:12][N:9]1[C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20],2.84,14.94
1,17734,[CH3:1][CH2:2][I:3].[OH:4][CH2:5][c:6]1[cH:7][cH:9][c:10]([O:11][H:13])[c:12]([Br:14])[cH:8]1>>[CH3:1][CH2:2][O:11][c:10]1[cH:9][cH:7][c:6]([CH2:5][OH:4])[cH:8][c:12]1[Br:14].[I:3][H:13],-8.08,15.22
1,27203,[CH3:1][I:2].[O:3]=[CH:4][c:5]1[cH:6][c:8]([O:9][H:11])[cH:10][c:12]2[c:7]1[cH:16][cH:15][cH:14][cH:13]2>>[CH3:1][O:9][c:8]1[cH:6][c:5]([CH:4]=[O:3])[c:7]2[c:12]([cH:10]1)[cH:13][cH:14][cH:15][cH:16]2.[I:2][H:11],-5.39,15.24
1,35912,[CH2:1]=[CH:2][CH2:3][n:4]1[c:5]([Cl:7])[n:8][c:9]2[c:6]1[c:15](=[O:16])[nH:14][c:12](=[O:13])[n:10]2[H:11].[F:17][C:18]([F:19])([F:20])[CH2:21][I:22]>>[CH2:1]=[CH:2][CH2:3][n:4]1[c:5]([Cl:7])[n:8][c:9]2[c:6]1[c:15](=[O:16])[nH:14][c:12](=[O:13])[n:10]2[CH2:21][C:18]([F:17])([F:19])[F:20].[H:11][I:22],-14.03,15.36
1,30702,[CH3:1][CH2:2][CH2:3][CH:4]([CH2:5][C:7](=[O:8])[c:9]1[cH:10][cH:12][c:13](=[O:14])[n:15]([H:16])[cH:11]1)[c:6]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1.[CH3:23][I:24]>>[CH3:1][CH2:2][CH2:3][CH:4]([CH2:5][C:7](=[O:8])[c:9]1[cH:10][cH:12][c:13](=[O:14])[n:15]([CH3:23])[cH:11]1)[c:6]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1.[H:16][I:24],-11.19,15.38
1,31192,[CH3:1][I:2].[O:3]=[C:4]([c:5]1[cH:7][cH:9][cH:10][cH:11][c:8]1[C:12]([F:13])([F:14])[F:15])[N:6]1[CH2:16][CH2:18][N:19]([c:20]2[cH:22][cH:24][c:25]([N:26]3[CH2:28][CH2:30][N:31]([H:32])[C:29]3=[O:33])[n:27][n:23]2)[CH2:21][CH2:17]1>>[CH3:1][N:31]1[C:29](=[O:33])[N:26]([c:25]2[cH:24][cH:22][c:20]([N:19]3[CH2:18][CH2:16][N:6]([C:4](=[O:3])[c:5]4[cH:7][cH:9][cH:10][cH:11][c:8]4[C:12]([F:13])([F:14])[F:15])[CH2:17][CH2:21]3)[n:23][n:27]2)[CH2:28][CH2:30]1.[I:2][H:32],-4.48,15.42
1,24439,[CH3:1][CH:2]([CH3:3])[I:4].[NH2:5][c:6]1[c:7]([O:9][H:11])[c:10]([Cl:12])[cH:13][c:14]([F:15])[c:8]1-[n:16]1[n:17][n:19][n:20]([CH2:21][CH2:22][CH2:23][F:24])[c:18]1=[O:25]>>[CH3:1][CH:2]([CH3:3])[O:9][c:7]1[c:6]([NH2:5])[c:8](-[n:16]2[n:17][n:19][n:20]([CH2:21][CH2:22][CH2:23][F:24])[c:18]2=[O:25])[c:14]([F:15])[cH:13][c:10]1[Cl:12].[I:4][H:11],-8.17,15.43
1,1564,[CH3:1][I:2].[cH:3]1[cH:4][c:6]2[n:7]([n:5]1)[CH2:9][CH2:10][CH2:11][N:8]2[H:12]>>[CH3:1][N:8]1[c:6]2[cH:4][cH:3][n:5][n:7]2[CH2:9][CH2:10][CH2:11]1.[I:2][H:12],2.08,15.52
1,30227,[NH2:1][c:2]1[n:3][c:5]2[cH:6][c:8]([Cl:9])[c:10]([Cl:11])[cH:12][c:7]2[n:13][c:4]1[Cl:14].[O:15]([CH2:16][Na:18])[H:17]>>[Cl:14][Na:18].[NH2:1][c:2]1[n:3][c:5]2[cH:6][c:8]([Cl:9])[c:10]([Cl:11])[cH:12][c:7]2[n:13][c:4]1[O:15][CH2:16][H:17],-66.65,15.55
1,28246,[CH3:1][I:2].[OH:3][CH2:4][CH2:5][c:6]1[cH:7][n:9]([H:10])[c:11]2[c:8]1[cH:15][cH:14][cH:13][cH:12]2>>[CH3:1][n:9]1[cH:7][c:6]([CH2:5][CH2:4][OH:3])[c:8]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2.[I:2][H:10],-12.93,15.56
1,11921,[CH3:1][I:2].[O:3]([CH:4]1[CH2:6][CH2:8][CH:9]([OH:10])[CH2:11][CH2:7]1)[H:5]>>[CH3:1][O:3][CH:4]1[CH2:6][CH2:8][CH:9]([OH:10])[CH2:11][CH2:7]1.[I:2][H:5],-9.26,15.7
1,6746_rev,[CH3:1][O:13][c:12]1[c:10]([Cl:11])[cH:8][c:7]([C:4]([CH3:3])([CH3:5])[CH3:6])[cH:9][c:14]1[N+:16](=[O:17])[O-:18].[I:2][H:15]>>[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([CH3:6])[c:7]1[cH:8][c:10]([Cl:11])[c:12]([O:13][H:15])[c:14]([N+:16](=[O:17])[O-:18])[cH:9]1,4.06,15.71
1,2894,[CH3:1][I:2].[CH3:3][S:4](=[O:5])(=[O:6])[N:7]([c:8]1[cH:10][cH:12][cH:13][c:14]([Br:15])[cH:11]1)[H:9]>>[CH3:1][N:7]([S:4]([CH3:3])(=[O:5])=[O:6])[c:8]1[cH:10][cH:12][cH:13][c:14]([Br:15])[cH:11]1.[I:2][H:9],-10.24,15.78
1,47988_rev,[CH3:1][O:9][c:8]1[cH:7][cH:5][c:4]([CH3:3])[n:6][c:10]1[I:12].[I:2][H:11]>>[CH3:1][I:2].[CH3:3][c:4]1[cH:5][cH:7][c:8]([O:9][H:11])[c:10]([I:12])[n:6]1,-6.43,15.86
1,7994,[CH3:1][I:2].[cH:3]1[cH:4][cH:6][c:7]2[o:8][c:10](-[c:11]3[n:13][cH:15][cH:16][n:14]3[H:17])[cH:12][c:9]2[cH:5]1>>[CH3:1][n:14]1[c:11](-[c:10]2[o:8][c:7]3[cH:6][cH:4][cH:3][cH:5][c:9]3[cH:12]2)[n:13][cH:15][cH:16]1.[I:2][H:17],-15.04,15.93
1,19233_rev,[CH3:1][O:15][c:8]1[c:6]([CH2:5][O:4][CH3:3])[cH:7][cH:9][c:10]([O:11][CH3:13])[c:12]1[Br:14].[I:2][H:16]>>[CH3:1][I:2].[CH3:3][O:4][CH2:5][c:6]1[cH:7][cH:9][c:10]([O:11][CH3:13])[c:12]([Br:14])[c:8]1[O:15][H:16],1.55,15.99
1,42417,[CH3:1][CH:2]([CH3:3])[CH2:4][I:5].[O:6]=[C:7]1[N:8]([H:10])[C:11](=[O:12])[C:13]2([c:14]3[cH:17][cH:19][c:20]([N+:21](=[O:23])[O-:24])[cH:22][cH:18]3)[CH2:15][CH:9]1[CH2:16]2>>[CH3:1][CH:2]([CH3:3])[CH2:4][N:8]1[C:7](=[O:6])[CH:9]2[CH2:15][C:13]([c:14]3[cH:17][cH:19][c:20]([N+:21](=[O:23])[O-:24])[cH:22][cH:18]3)([C:11]1=[O:12])[CH2:16]2.[I:5][H:10],-14.27,16.05
1,16681,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([c:9]1[cH:11][cH:13][c:14]2[c:15]([cH:12]1)[O:17][CH2:18][CH2:19][CH2:20][C:16]2=[O:21])[H:10].[CH3:22][I:23]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]([c:9]1[cH:11][cH:13][c:14]2[c:15]([cH:12]1)[O:17][CH2:18][CH2:19][CH2:20][C:16]2=[O:21])[CH3:22].[H:10][I:23],-12.45,16.14
1,13366_rev,[CH3:1][C:2](=[O:3])[C:4](=[O:5])[O:6][CH2:14][O:13][C:11]([S:10][CH2:9][CH3:8])=[O:12].[H:7][I:15]>>[CH3:1][C:2](=[O:3])[C:4](=[O:5])[O:6][H:7].[CH3:8][CH2:9][S:10][C:11](=[O:12])[O:13][CH2:14][I:15],-4.4,16.16
1,13294,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][N:12]([c:13]2[n:15][cH:17][n:18][c:19]3[c:16]2[n:23][cH:22][n:20]3[H:21])[CH2:14][CH2:10]1.[CH3:24][I:25]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][N:12]([c:13]2[n:15][cH:17][n:18][c:19]3[c:16]2[n:23][cH:22][n:20]3[CH3:24])[CH2:14][CH2:10]1.[H:21][I:25],-19.64,16.23
1,14376,[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([CH3:6])[O:7][C:8](=[O:9])[N:10]1[CH2:11][CH2:13][N:14]([H:15])[C:16](=[O:17])[CH2:12]1>>[CH3:1][N:14]1[CH2:13][CH2:11][N:10]([C:8]([O:7][C:4]([CH3:3])([CH3:5])[CH3:6])=[O:9])[CH2:12][C:16]1=[O:17].[I:2][H:15],-13.09,16.34
1,33922,[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([CH3:6])[O:7][C:8](=[O:9])[N:10]1[CH2:11][CH2:13][CH:14]([O:15][CH2:17][CH2:18][O:19][H:20])[CH2:16][CH2:12]1>>[CH3:1][O:19][CH2:18][CH2:17][O:15][CH:14]1[CH2:13][CH2:11][N:10]([C:8]([O:7][C:4]([CH3:3])([CH3:5])[CH3:6])=[O:9])[CH2:12][CH2:16]1.[I:2][H:20],-5.07,16.37
1,13939_rev,[CH3:1][O:12][CH2:11][c:6]1[c:4]([NH2:3])[c:5]([Cl:7])[cH:8][cH:9][cH:10]1.[I:2][H:13]>>[CH3:1][I:2].[NH2:3][c:4]1[c:5]([Cl:7])[cH:8][cH:9][cH:10][c:6]1[CH2:11][O:12][H:13],-9.87,16.37
1,15598,[CH3:1][I:2].[O:3]([c:4]1[c:6]([Br:8])[cH:9][cH:10][c:11]([Cl:12])[c:7]1[F:13])[H:5]>>[CH3:1][O:3][c:4]1[c:6]([Br:8])[cH:9][cH:10][c:11]([Cl:12])[c:7]1[F:13].[I:2][H:5],10.52,16.45
1,13860,[CH3:1][I:2].[O:3]([c:4]1[cH:6][cH:8][c:9]([Cl:10])[cH:11][c:7]1[Br:12])[H:5]>>[CH3:1][O:3][c:4]1[cH:6][cH:8][c:9]([Cl:10])[cH:11][c:7]1[Br:12].[I:2][H:5],-6.02,16.49
1,1443,[CH3:1][I:2].[Cl:3][c:4]1[cH:5][cH:7][cH:8][c:9]([Cl:10])[c:6]1[NH:11][c:12]1[n:13][c:15]2[c:16]([Cl:18])[n:19][cH:20][n:21][c:17]2[n:14]1[H:22]>>[CH3:1][n:14]1[c:12]([NH:11][c:6]2[c:4]([Cl:3])[cH:5][cH:7][cH:8][c:9]2[Cl:10])[n:13][c:15]2[c:16]([Cl:18])[n:19][cH:20][n:21][c:17]12.[I:2][H:22],-17.42,16.49
1,37205,[CH3:1][I:2].[CH3:3][NH:4][C:5](=[O:6])[c:7]1[n:8]([H:10])[c:11]2[cH:12][cH:14][cH:15][n:16][c:13]2[c:9]1[S:17][c:18]1[cH:19][cH:21][cH:22][cH:23][cH:20]1>>[CH3:1][n:8]1[c:7]([C:5]([NH:4][CH3:3])=[O:6])[c:9]([S:17][c:18]2[cH:19][cH:21][cH:22][cH:23][cH:20]2)[c:13]2[c:11]1[cH:12][cH:14][cH:15][n:16]2.[I:2][H:10],-12.42,16.51
1,39882,[CH3:1][I:2].[O:3]=[C:4]([c:5]1[cH:7][cH:9][c:10]([Cl:11])[cH:12][cH:8]1)[c:6]1[cH:13][cH:15][c:16]2[n:17]([H:19])[c:20](=[O:21])[cH:22][c:23](-[c:24]3[cH:25][cH:27][cH:28][s:26]3)[c:18]2[cH:14]1>>[CH3:1][n:17]1[c:16]2[cH:15][cH:13][c:6]([C:4](=[O:3])[c:5]3[cH:7][cH:9][c:10]([Cl:11])[cH:12][cH:8]3)[cH:14][c:18]2[c:23](-[c:24]2[cH:25][cH:27][cH:28][s:26]2)[cH:22][c:20]1=[O:21].[I:2][H:19],5.64,16.55
1,45454,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][C:12]([O:13][H:16])([c:14]2[cH:17][cH:19][c:20]([Cl:21])[cH:22][cH:18]2)[CH2:15][CH2:10]1.[CH3:23][I:24]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][C:12]([O:13][CH3:23])([c:14]2[cH:17][cH:19][c:20]([Cl:21])[cH:22][cH:18]2)[CH2:15][CH2:10]1.[H:16][I:24],-8.16,16.56
1,7417,[CH3:1][CH:2]([CH3:3])[I:4].[O:5]=[C:6]([c:7]1[cH:9][n:11]([H:12])[c:13]2[c:10]1[cH:18][cH:17][c:15]([Cl:16])[cH:14]2)[C:8]([F:19])([F:20])[F:21]>>[CH3:1][CH:2]([CH3:3])[n:11]1[cH:9][c:7]([C:6](=[O:5])[C:8]([F:19])([F:20])[F:21])[c:10]2[c:13]1[cH:14][c:15]([Cl:16])[cH:17][cH:18]2.[I:4][H:12],-17.85,16.61
1,45510,[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([O:6][H:8])[CH2:7][n:9]1[cH:10][cH:12][c:13]([N+:14](=[O:15])[O-:16])[n:11]1>>[CH3:1][O:6][C:4]([CH3:3])([CH3:5])[CH2:7][n:9]1[cH:10][cH:12][c:13]([N+:14](=[O:15])[O-:16])[n:11]1.[I:2][H:8],-5.18,16.65
1,41459,[CH3:1][I:2].[CH3:3][CH2:4][CH2:5][c:6]1[cH:7][cH:9][cH:10][cH:11][c:8]1[O:12][H:13]>>[CH3:1][O:12][c:8]1[c:6]([CH2:5][CH2:4][CH3:3])[cH:7][cH:9][cH:10][cH:11]1.[I:2][H:13],-4.9,16.7
1,27597,[CH3:1][I:2].[O:3]=[C:4]1[N:5]([H:7])[CH2:8][CH2:9][N:6]1[c:10]1[cH:11][cH:13][c:14]([N+:15](=[O:17])[O-:18])[cH:16][cH:12]1>>[CH3:1][N:5]1[C:4](=[O:3])[N:6]([c:10]2[cH:11][cH:13][c:14]([N+:15](=[O:17])[O-:18])[cH:16][cH:12]2)[CH2:9][CH2:8]1.[I:2][H:7],-14.38,16.71
1,2033_rev,[H:3][F:18].[O:1]([c:2]1[cH:4][cH:6][c:7]([F:8])[cH:9][c:5]1[F:10])[c:17]1[cH:15][c:14]([N+:12](=[O:11])[O-:13])[cH:16][c:20]([Br:21])[cH:19]1>>[O:11]=[N+:12]([O-:13])[c:14]1[cH:15][c:17]([F:18])[cH:19][c:20]([Br:21])[cH:16]1.[O:1]([c:2]1[cH:4][cH:6][c:7]([F:8])[cH:9][c:5]1[F:10])[H:3],1.49,16.72
1,30804_rev,[CH3:1][O:11][c:10]1[cH:9][cH:7][c:6]([N+:4](=[O:3])[O-:5])[c:8]([C:14]([F:15])([F:16])[F:17])[cH:12]1.[I:2][H:13]>>[CH3:1][I:2].[O:3]=[N+:4]([O-:5])[c:6]1[cH:7][cH:9][c:10]([O:11][H:13])[cH:12][c:8]1[C:14]([F:15])([F:16])[F:17],-5.22,16.74
1,4316_rev,[CH3:1][O:11][c:6]1[c:4]([OH:3])[cH:5][cH:7][cH:8][c:9]1[OH:10].[I:2][H:12]>>[CH3:1][I:2].[OH:3][c:4]1[cH:5][cH:7][cH:8][c:9]([OH:10])[c:6]1[O:11][H:12],-7.04,16.84
1,39679_rev,[CH3:1][O:13][c:6]1[c:4]([CH3:3])[cH:5][cH:7][n:8][c:9]1[N+:10](=[O:11])[O-:12].[I:2][H:14]>>[CH3:1][I:2].[CH3:3][c:4]1[cH:5][cH:7][n:8][c:9]([N+:10](=[O:11])[O-:12])[c:6]1[O:13][H:14],2.76,16.89
1,14302,[O:1]([CH2:2][Na:4])[H:3].[O:5]=[N+:6]([O-:7])[c:8]1[c:9]([Cl:11])[cH:12][c:13]([N:14]2[CH2:16][CH2:18][O:19][CH2:20][CH2:17]2)[n:15][c:10]1[Cl:21]>>[Na:4][Cl:21].[O:1]([CH2:2][H:3])[c:10]1[c:8]([N+:6](=[O:5])[O-:7])[c:9]([Cl:11])[cH:12][c:13]([N:14]2[CH2:16][CH2:18][O:19][CH2:20][CH2:17]2)[n:15]1,-38.28,16.91
1,43894,[CH3:1][I:2].[CH3:3][CH2:4][CH2:5][N:6]([CH2:7][CH2:9][CH3:10])[CH:8]1[CH2:11][CH2:13][c:14]2[cH:15][n:17]([H:18])[cH:19][c:16]2[CH2:12]1>>[CH3:1][n:17]1[cH:15][c:14]2[c:16]([cH:19]1)[CH2:12][CH:8]([N:6]([CH2:5][CH2:4][CH3:3])[CH2:7][CH2:9][CH3:10])[CH2:11][CH2:13]2.[I:2][H:18],-13.27,16.94
1,17499,[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[c:7]1[cH:8][c:10]([CH2:11][CH2:13][O:14][H:15])[cH:12][c:16]([CH3:17])[c:9]1[CH3:18]>>[CH3:1][O:14][CH2:13][CH2:11][c:10]1[cH:8][c:7]([C:5]([O:4][CH3:3])=[O:6])[c:9]([CH3:18])[c:16]([CH3:17])[cH:12]1.[I:2][H:15],-9.16,17.13
1,21825_rev,[CH3:1][O:8][CH2:6][C:4]([CH3:3])([CH3:5])[c:7]1[cH:10][cH:12][c:13]([N+:14](=[O:16])[O-:17])[cH:15][cH:11]1.[I:2][H:9]>>[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([CH2:6][O:8][H:9])[c:7]1[cH:10][cH:12][c:13]([N+:14](=[O:16])[O-:17])[cH:15][cH:11]1,-6.33,17.16
1,29987,[CH3:1][I:2].[CH3:3][C:4](=[O:5])[c:6]1[c:7]([CH3:9])[cH:10][c:11]([CH3:12])[c:13]([CH3:14])[c:8]1[O:15][H:16]>>[CH3:1][O:15][c:8]1[c:6]([C:4]([CH3:3])=[O:5])[c:7]([CH3:9])[cH:10][c:11]([CH3:12])[c:13]1[CH3:14].[I:2][H:16],-3.3,17.19
1,27170,[CH3:1][I:2].[CH3:3][CH2:4][O:5][C:6](=[O:7])[CH:8]1[CH2:9][N:11]([H:12])[c:13]2[cH:14][cH:16][cH:17][cH:18][c:15]2[O:10]1>>[CH3:1][N:11]1[CH2:9][CH:8]([C:6]([O:5][CH2:4][CH3:3])=[O:7])[O:10][c:15]2[c:13]1[cH:14][cH:16][cH:17][cH:18]2.[I:2][H:12],-12.41,17.23
1,23213,[CH3:1][I:2].[O:3]=[C:4]1[NH:5][CH2:7][CH2:8][c:9]2[c:6]1[cH:15][cH:14][cH:12][c:10]2[O:11][H:13]>>[CH3:1][O:11][c:10]1[c:9]2[c:6]([cH:15][cH:14][cH:12]1)[C:4](=[O:3])[NH:5][CH2:7][CH2:8]2.[I:2][H:13],-6.83,17.28
1,25084,[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[CH2:7][N:8]([c:9]1[cH:11][cH:13][cH:14][cH:15][cH:12]1)[H:10]>>[CH3:1][N:8]([CH2:7][C:5]([O:4][CH3:3])=[O:6])[c:9]1[cH:11][cH:13][cH:14][cH:15][cH:12]1.[I:2][H:10],-9.99,17.28
1,12063,[CH3:1][CH2:2][C:3]1([F:4])[CH2:5][N:7]([CH:8]2[CH2:10][CH2:12][CH2:13][CH2:11]2)[c:9]2[n:14][c:16]([Cl:17])[n:18][cH:19][c:15]2[N:20]([H:21])[C:6]1=[O:22].[CH3:23][I:24]>>[CH3:1][CH2:2][C:3]1([F:4])[CH2:5][N:7]([CH:8]2[CH2:10][CH2:12][CH2:13][CH2:11]2)[c:9]2[n:14][c:16]([Cl:17])[n:18][cH:19][c:15]2[N:20]([CH3:23])[C:6]1=[O:22].[H:21][I:24],-12.25,17.37
1,26835,[CH3:1][I:2].[CH3:3][CH2:4][N:5]1[CH2:6][c:8]2[cH:9][cH:11][cH:12][cH:13][c:10]2[S:14](=[O:15])(=[O:16])[N:7]1[H:17]>>[CH3:1][N:7]1[N:5]([CH2:4][CH3:3])[CH2:6][c:8]2[cH:9][cH:11][cH:12][cH:13][c:10]2[S:14]1(=[O:15])=[O:16].[I:2][H:17],-15.33,17.38
1,26492,[CH3:1][O:2][CH2:3][n:4]1[n:5][cH:7][c:8]([Cl:9])[c:10]([Cl:11])[c:6]1=[O:12].[O:13]([CH2:14][Na:16])[H:15]>>[CH3:1][O:2][CH2:3][n:4]1[n:5][cH:7][c:8]([Cl:9])[c:10]([O:13][CH2:14][H:15])[c:6]1=[O:12].[Cl:11][Na:16],-62.46,17.4
1,46890,[CH2:1]=[CH:2][CH2:3][CH2:4][C:5](=[O:6])[O:7][H:8].[CH3:9][CH2:10][I:11]>>[CH2:1]=[CH:2][CH2:3][CH2:4][C:5](=[O:6])[O:7][CH2:10][CH3:9].[H:8][I:11],-6.95,17.41
1,7602,[CH3:1][I:2].[CH3:3][c:4]1[n:5][c:7]2[c:8]([N+:10](=[O:12])[O-:13])[cH:11][c:14]([S:15](=[O:17])(=[O:18])[N:19]([CH3:20])[CH3:21])[cH:16][c:9]2[n:6]1[H:22]>>[CH3:1][n:6]1[c:4]([CH3:3])[n:5][c:7]2[c:8]([N+:10](=[O:12])[O-:13])[cH:11][c:14]([S:15](=[O:17])(=[O:18])[N:19]([CH3:20])[CH3:21])[cH:16][c:9]12.[I:2][H:22],-15.77,17.5
1,46475_rev,[CH3:1][CH2:2][CH2:3][O:15][c:10]1[c:8]([N+:6](=[O:5])[O-:7])[cH:9][c:11]([F:12])[cH:13][cH:14]1.[I:4][H:16]>>[CH3:1][CH2:2][CH2:3][I:4].[O:5]=[N+:6]([O-:7])[c:8]1[cH:9][c:11]([F:12])[cH:13][cH:14][c:10]1[O:15][H:16],-3.81,17.51
1,22778,[CH3:1][I:2].[CH3:3][C:4]1=[N:5][N:7]([H:8])[S:9](=[O:10])(=[O:11])[c:12]2[c:6]1[cH:14][cH:15][c:16]([Cl:17])[c:13]2[Cl:18]>>[CH3:1][N:7]1[N:5]=[C:4]([CH3:3])[c:6]2[c:12]([c:13]([Cl:18])[c:16]([Cl:17])[cH:15][cH:14]2)[S:9]1(=[O:10])=[O:11].[I:2][H:8],-19.57,17.52
1,19233,[CH3:1][I:2].[CH3:3][O:4][CH2:5][c:6]1[cH:7][cH:9][c:10]([O:11][CH3:13])[c:12]([Br:14])[c:8]1[O:15][H:16]>>[CH3:1][O:15][c:8]1[c:6]([CH2:5][O:4][CH3:3])[cH:7][cH:9][c:10]([O:11][CH3:13])[c:12]1[Br:14].[I:2][H:16],1.55,17.54
1,16524,[CH3:1][CH2:2][I:3].[CH3:4][c:5]1[n:6][c:8]([N:9]2[CH2:11][CH2:13][c:14]3[n:15][c:17]([NH2:18])[s:19][c:16]3[CH2:20][CH2:12]2)[c:10]([N+:21](=[O:23])[O-:24])[c:22](=[O:25])[n:7]1[H:26]>>[CH3:1][CH2:2][n:7]1[c:5]([CH3:4])[n:6][c:8]([N:9]2[CH2:11][CH2:13][c:14]3[n:15][c:17]([NH2:18])[s:19][c:16]3[CH2:20][CH2:12]2)[c:10]([N+:21](=[O:23])[O-:24])[c:22]1=[O:25].[I:3][H:26],-15.42,17.61
1,8014,[CH3:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][I:18].[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH3:7])[O:8][H:9]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH3:7])[O:8][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH3:10].[H:9][I:18],-11.82,17.61
1,14556,[CH3:1][I:2].[CH3:3][N:4]1[C:5](=[O:7])[CH:8]([CH2:9][O:11][H:12])[CH2:10][CH:6]1[CH2:13][O:14][c:15]1[cH:16][cH:18][cH:19][n:20][cH:17]1>>[CH3:1][O:11][CH2:9][CH:8]1[C:5](=[O:7])[N:4]([CH3:3])[CH:6]([CH2:13][O:14][c:15]2[cH:16][cH:18][cH:19][n:20][cH:17]2)[CH2:10]1.[I:2][H:12],-7.57,17.64
1,25593,[F:1][CH:2]([F:3])[C:4]([F:5])([F:6])[CH2:7][I:8].[O:9]=[N+:10]([O-:11])[c:12]1[cH:13][cH:15][c:16]([O:17][H:19])[n:18][cH:14]1>>[F:1][CH:2]([F:3])[C:4]([F:5])([F:6])[CH2:7][O:17][c:16]1[cH:15][cH:13][c:12]([N+:10](=[O:9])[O-:11])[cH:14][n:18]1.[I:8][H:19],-6.25,17.7
1,1204,[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][cH:8][cH:9][c:10]([C:11]2([CH2:12][O:15][H:16])[CH2:13][CH2:17][N:18]([c:19]3[cH:21][cH:23][cH:24][cH:25][c:22]3[O:26][CH3:27])[CH2:20][CH2:14]2)[cH:7]1>>[CH3:1][O:15][CH2:12][C:11]1([c:10]2[cH:7][c:5]([O:4][CH3:3])[cH:6][cH:8][cH:9]2)[CH2:13][CH2:17][N:18]([c:19]2[cH:21][cH:23][cH:24][cH:25][c:22]2[O:26][CH3:27])[CH2:20][CH2:14]1.[I:2][H:16],-6.96,17.76
1,36654,[CH3:1][I:2].[O:3]([c:4]1[cH:6][cH:8][c:9]([Br:10])[n:11][c:7]1[F:12])[H:5]>>[CH3:1][O:3][c:4]1[cH:6][cH:8][c:9]([Br:10])[n:11][c:7]1[F:12].[I:2][H:5],-5.74,17.76
1,25043,[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[CH:7]1[CH2:8][CH:10]([O:11][H:13])[CH2:12][N:9]1[C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20]>>[CH3:1][O:11][CH:10]1[CH2:8][CH:7]([C:5]([O:4][CH3:3])=[O:6])[N:9]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:12]1.[I:2][H:13],2.84,17.78
1,29125,[CH3:1][CH:2]([CH3:3])[I:4].[O:5]([c:6]1[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]1)[H:7]>>[CH3:1][CH:2]([CH3:3])[O:5][c:6]1[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]1.[I:4][H:7],-8.5,17.82
1,39713,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][I:7].[O:8]([CH2:9][CH2:11][c:12]1[cH:13][cH:15][cH:16][c:17]([F:18])[cH:14]1)[H:10]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][O:8][CH2:9][CH2:11][c:12]1[cH:13][cH:15][cH:16][c:17]([F:18])[cH:14]1.[I:7][H:10],-8.3,17.88
1,12435,[N:1]#[C:2][c:3]1[c:4]([NH2:6])[cH:7][cH:8][cH:9][c:5]1[F:10].[O:11]([CH2:12][Na:14])[H:13]>>[F:10][Na:14].[N:1]#[C:2][c:3]1[c:4]([NH2:6])[cH:7][cH:8][cH:9][c:5]1[O:11][CH2:12][H:13],-69.83,17.9
